,ENCFF855XWL,ENCFF394ILT,ENCFF753UVR,ENCFF423HWS,ENCFF428XME,ENCFF827OWX,ENCFF119HDC,ENCFF424IRB,ENCFF346AVD,ENCFF983TON,ENCFF945PKC,ENCFF817OKW,ENCFF840BXH,ENCFF087HIG,ENCFF517MBY,ENCFF187MBB,ENCFF026RES,ENCFF613KZJ,ENCFF874LJS,ENCFF492AZH,ENCFF928HTH,ENCFF077WSJ,ENCFF977LKL,ENCFF564OCC,ENCFF811GWB,ENCFF622GIX,ENCFF141QVV,ENCFF437SBD,ENCFF702OQW,ENCFF296NWQ,ENCFF467YZL,ENCFF375GZN,ENCFF443YAW,ENCFF559ZBP,ENCFF601YUN,ENCFF959RYF,ENCFF865DDB,ENCFF567QQP,ENCFF075BWE,ENCFF434PBY,ENCFF785XEV,ENCFF470PDD,ENCFF995TKW,ENCFF625JKM,ENCFF463OCW,ENCFF645YXV,ENCFF754CFM,ENCFF538UNB,ENCFF889KIG,ENCFF946HWJ,ENCFF392GLP,ENCFF589FYO,ENCFF494FJB,ENCFF067MGG,ENCFF729CFS,ENCFF385QYX,ENCFF905HDC,ENCFF800IDT,ENCFF074PXG,ENCFF565UUV,ENCFF344UVE,ENCFF614WZC,ENCFF611QTT,ENCFF873NQS,ENCFF682HIM,ENCFF730IMW,ENCFF018VLM,ENCFF021WXP,ENCFF545SIA,ENCFF755NNR,ENCFF253JUY,ENCFF688ZST,ENCFF837PEP,ENCFF006ELI,ENCFF461VEI,ENCFF850VDF,ENCFF538RSM,ENCFF399REE,ENCFF062GEP,ENCFF434PFO,ENCFF080DVI,ENCFF141FGO,ENCFF513ONW,ENCFF101KOX,ENCFF794XRI,ENCFF354BKY
ENSG00000199135.1,5,54,2,8,19,52,135,43,24,21,12,49,11,21,543,538,489,3,5,10,9,40,149,124,59,26,19,3,8,29,3,16,6,1,17,116,77,36,11,261,238,33,20,12,13,157,129,27,206,10,11,13,54,4,8,15,45,43,6,7,6,12,12,25,12,10,15,37,30,15,13,6,4,74,68,62,39,153,171,8,41,15,241,75,256,151
ENSG00000264720.3,8,115,41,42,6,23,153,4,0,0,0,4,0,0,1,1,3,2,1,1,0,2,0,1,0,1,19,0,0,0,1,1,0,0,0,3,24,3,2,13,15,2,1,3,0,9,13,3,5,7,4,8,27,4,5,7,5,13,38,16,9,17,3,15,3,1,2,2,4,0,1,5,2,5,5,5,1,17,18,3,3,2,6,37,5,8
ENSG00000221203.1,11,81,6,4,2,2,16,12,5,4,4,2,19,23,29,16,47,5,1,3,5,5,3,7,5,1,4,9,16,21,15,1,0,1,2,5,3,3,9,6,13,8,5,9,10,2,7,23,8,10,14,16,64,2,1,2,0,0,10,13,35,34,4,5,5,1,6,4,4,8,5,4,4,3,3,5,8,3,4,2,3,0,15,7,11,4
ENSG00000207721.1,1105,8860,679,783,270,494,1830,1793,1080,896,559,622,437,513,1064,1034,2493,394,370,366,167,1158,1952,2055,1845,275,269,494,599,837,476,388,239,183,260,1270,1268,777,760,2643,4059,732,340,460,410,2188,912,955,1284,408,254,574,3573,728,603,1010,1054,456,799,506,694,654,1108,1094,554,428,398,721,527,735,297,331,277,1001,1323,832,683,814,1528,268,410,364,2520,555,3130,1794
ENSG00000276081.1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000266110.1,17,63,2,2,1,3,8,114,60,56,47,184,0,1,15,1,0,3,1,0,0,0,1,1,3,0,0,0,0,3,0,0,0,0,0,103,6,0,4,84,22,3,3,3,3,123,3,0,3,0,0,0,9,27,22,5,58,27,13,4,2,1,2,2,2,0,1,1,0,5,1,0,1,28,28,1,0,6,22,2,8,1,11,1,8,30
ENSG00000278281.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211575.3,70,376,23,32,22,17,104,62,27,149,75,70,14,21,10,12,42,10,11,17,2,9,49,26,55,11,40,23,9,16,9,32,21,19,18,35,28,8,5,47,139,8,14,11,13,28,18,23,5,80,56,133,469,58,45,43,18,16,978,688,403,373,21,33,29,1,53,47,8,17,7,21,21,2,5,24,27,15,12,4,17,14,36,24,40,14
ENSG00000263526.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284247.1,0,0,0,0,0,0,0,1,0,0,1,4,0,1,1,4,2,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0
ENSG00000284202.1,25,53,1,18,3,17,19,637,110,45,41,36,16,20,59,88,54,0,1,60,5,10,11,12,7,9,15,25,93,27,25,2,0,0,1,75,94,270,205,18,103,32,6,62,61,22,8,74,129,0,7,37,68,14,10,23,45,56,17,11,4,2,39,14,7,8,8,45,5,15,38,29,83,73,45,39,262,307,21,22,1,13,521,27,499,9
ENSG00000207750.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275455.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284443.1,4636,34081,2964,3191,964,1870,20911,911,591,1797,1796,3599,1358,2323,1990,1239,7588,1930,1667,1091,546,1624,3819,5442,5281,305,2369,2197,1982,2055,2589,919,693,805,697,2764,2972,899,1428,4011,4877,577,390,790,582,2023,1816,1768,2024,2862,1611,5881,19155,1534,1188,834,528,1159,1494,972,1644,1531,1100,1479,1168,286,1276,2031,771,2060,765,952,615,2696,2268,1371,1654,1441,2307,928,1124,771,2195,719,2145,2016
ENSG00000283296.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264419.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211543.2,2,3,0,1,0,0,0,0,0,1,1,0,1,1,1,1,4,0,0,1,0,1,0,1,0,0,3,1,0,1,0,0,0,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,3,1,2,2,2,0,0,0,0,0,1,0,2,0,0,0,0,1,4,2,2,1,1,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0
ENSG00000215930.1,27,171,15,17,8,14,36,33,25,38,39,57,12,20,37,23,76,35,24,25,16,33,62,73,70,5,10,27,42,38,29,24,11,8,11,26,18,44,93,82,91,33,17,27,38,63,41,45,37,18,21,38,147,6,8,23,5,6,41,33,52,36,18,26,19,3,16,15,15,33,11,14,3,16,6,17,81,21,16,3,9,16,156,21,19,11
ENSG00000278549.1,1,1,0,0,0,0,1,2,0,3,1,1,0,0,1,0,1,3,3,2,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,4,0,1,0,2,1,2,14,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1
ENSG00000283676.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000278596.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000283933.1,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000264553.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207606.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274940.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000276584.1,0,5,2,5,1,1,3,3,2,1,0,7,0,2,5,0,2,0,0,0,0,3,1,3,6,0,5,0,0,0,0,0,0,2,1,2,2,0,0,5,3,0,1,0,3,3,1,0,0,0,0,4,6,1,0,0,1,0,3,0,1,0,0,2,1,0,0,1,3,1,1,0,1,0,0,0,2,2,1,0,0,1,0,3,1,0
ENSG00000263987.1,0,3,1,0,0,0,2,0,0,5,1,1,0,0,1,0,2,1,1,0,0,7,1,0,2,0,0,1,0,1,0,10,3,5,7,1,1,0,0,0,4,2,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,10,10,2,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,3,0,4,0,1,14
ENSG00000215938.3,37,229,9,16,9,4,28,43,27,50,26,28,11,21,46,10,27,115,95,17,22,54,62,35,52,5,40,325,510,460,363,378,276,422,332,91,137,5,33,168,42,34,38,79,89,321,53,736,364,66,15,182,469,194,125,143,95,31,411,222,215,215,33,39,19,14,19,17,14,72,18,24,12,7,5,45,13,15,6,1,47,11,47,32,14,31
ENSG00000264349.1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
ENSG00000284586.1,843,7256,430,648,458,346,3957,1840,2064,5148,4515,16934,861,1023,2219,1061,4889,376,332,113,75,166,769,1069,1405,468,1849,943,1059,842,649,155,148,78,173,805,1424,592,581,5387,5691,439,345,624,409,8552,1578,1247,786,1307,1444,7375,18012,584,431,532,324,529,775,446,738,556,1311,1464,1556,393,1733,2016,1151,409,340,483,724,330,239,279,1912,3716,404,145,1328,427,3746,4130,1469,877
ENSG00000283701.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000277817.1,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1
ENSG00000207933.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211581.1,4,41,4,5,1,3,13,2,0,1,1,3,0,0,0,1,1,3,2,0,0,1,0,0,0,0,2,2,0,1,3,2,1,1,4,2,0,2,0,1,5,0,0,0,0,3,1,2,1,7,6,7,7,1,2,3,1,0,2,5,2,3,5,2,0,0,2,0,1,0,2,0,1,1,2,2,3,1,1,0,3,0,5,4,0,3
ENSG00000266458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284035.1,5,70,5,5,3,2,36,0,3,7,3,8,1,1,1,0,1,4,2,3,1,2,2,7,4,0,3,0,1,0,2,3,2,1,0,6,4,3,1,11,11,4,2,2,0,1,1,0,1,2,2,8,34,7,6,3,5,1,1,1,1,0,1,1,0,0,3,0,0,1,0,4,0,1,6,3,7,0,11,0,2,1,7,8,1,5
ENSG00000266144.1,0,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000207729.3,0,37,3,3,4,15,21,2,3,1,5,2,0,0,1,0,10,11,11,186,46,322,4,20,8,2,4,3,5,5,4,0,0,0,0,33,8,38,50,48,41,0,1,4,1,21,19,48,21,0,2,3,9,4,3,1,16,3,2,0,0,0,2,1,0,1,2,1,0,0,2,0,0,11,33,13,40,11,39,14,2,1,84,13,38,17
ENSG00000283936.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215952.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221545.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207974.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283598.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283844.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283152.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000208024.1,70,473,40,73,28,19,61,83,41,31,78,77,137,216,569,411,691,45,44,42,13,134,187,99,73,64,139,12,9,15,3,24,13,5,17,160,213,21,27,183,278,125,72,85,118,82,89,69,26,27,21,31,141,49,46,94,86,61,41,22,27,35,44,55,26,97,157,225,275,91,64,77,81,125,121,32,51,42,121,30,22,50,189,262,19,134
ENSG00000202609.4,8,24,1,2,1,1,9,70,48,31,42,49,4,1,0,4,1,0,0,0,0,1,14,23,12,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,1,0,0,0,0,1,2,3,3,0,1,4,2,0,2,3,1,0,0,0,0,0,1,0,0,1,2,1,1,1,0,1,1,7,4,0,1,3,0,1,0,3,1,1,1
ENSG00000266417.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,4,0
ENSG00000265435.1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1
ENSG00000283795.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221680.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000265986.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000207975.1,22,192,6,12,7,2,15,16,7,19,8,36,14,9,5,5,9,12,11,7,0,7,28,37,11,0,12,7,6,2,7,2,1,0,0,19,15,4,14,51,99,3,4,1,6,26,16,7,1,2,1,5,11,9,2,4,0,2,5,6,6,5,9,6,7,2,5,3,2,1,2,0,3,5,7,4,14,6,12,2,16,2,22,5,1,13
ENSG00000207759.1,596,4093,151,243,488,792,1308,971,927,798,2305,2711,32,31,441,96,217,125,100,411,402,730,2801,1634,2871,214,101,239,298,220,115,114,54,34,74,1334,1286,353,361,5084,3627,340,221,330,303,4888,5165,554,542,50,21,74,481,231,123,246,1039,600,694,417,650,474,301,300,388,115,89,120,90,102,56,60,53,1883,1519,660,412,1378,1749,527,1516,603,836,410,1422,5710
ENSG00000264802.1,0,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000221028.1,22,78,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000277681.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000275207.1,0,2,0,0,0,0,4,0,0,2,0,2,0,0,0,1,1,1,0,1,0,0,2,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,3,3,0,0,0,1,3,0,2,1,1,0,1,1,2,0,1,0,0,0,1,1,1,0,1,1,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0
ENSG00000199059.3,19,18,8,3,2,2,4,128,18,11,17,26,34,21,735,12,54,2,3,30,3,28,40,13,46,4,2,60,114,75,28,1,1,0,1,105,27,26,116,2776,10634,22,30,37,60,1454,969,691,1438,6,25,98,129,64,2,18,14,0,1222,989,1161,779,3180,2939,2094,3,1,7,168,189,35,40,3,2,4,7,113,1281,2,9,213,5,868,27,24,819
ENSG00000278465.1,2,1,0,0,0,0,1,0,1,1,2,3,0,0,1,1,0,0,1,1,0,1,4,5,12,0,2,0,2,0,1,0,0,0,0,0,0,0,0,3,7,0,0,3,1,3,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,3,0,1,2
ENSG00000284214.1,4169,29785,2164,2862,5521,14739,13871,16582,10187,7594,5675,9363,1063,1467,23953,27569,27806,722,591,2307,777,11921,14660,11956,6259,4044,5079,3828,7602,11075,5079,6669,2686,1643,4245,47661,19833,5565,3324,8978,7813,2892,1683,1748,1744,19182,17214,19618,25062,1546,1565,2479,10387,3754,2193,5589,27240,8096,1855,1247,1324,879,8223,6562,3639,1766,2161,2992,3882,2245,1331,1120,1070,19169,53692,18263,3710,12547,32792,11301,5612,4720,10719,8807,15247,23414
ENSG00000284203.1,239,1547,130,156,94,82,927,227,157,347,151,472,50,63,91,116,154,41,40,36,9,75,153,102,131,29,75,24,33,54,26,54,35,33,52,226,272,24,31,180,326,25,22,21,18,191,94,91,130,111,82,227,994,126,98,122,99,65,116,74,68,70,91,116,84,13,40,30,34,31,8,21,21,113,179,74,78,71,236,31,72,27,226,168,25,148
ENSG00000284485.1,68,393,161,31,7,1,4,90,82,26,4,0,27,78,29,10,5,54,69,0,1,0,7,4,0,13,2,31,61,48,62,84,33,11,39,0,3,74,0,2200,421,81748,35010,64684,65846,5771,96,14,5,37420,17343,93024,382181,45,31,23,3,0,95,33,51,41,260,462,233,45,34,160,97,289878,50828,22182,334,2,0,17,4,147,0,0,1222,0,4,15,27,1159
ENSG00000283876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264358.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207590.1,1,6,0,3,0,1,2,37,4,2,0,0,0,1,2,4,2,3,4,8,4,41,0,11,1,27,7,5,12,6,10,2,0,0,0,5,23,4570,2186,1,44,5,1,3,2,47,1,7,20,0,1,1,3,2,0,4,1,1,16,16,13,13,5,3,6,1,0,1,1,0,1,1,0,2,2,21,2448,1,2,1,3,71,8867,2,1,7
ENSG00000207624.1,1,7,0,2,1,0,1,15,3,0,0,1,0,0,0,1,1,37,12,12,14,57,3,8,6,10,3,8,9,6,9,2,0,0,1,2,8,1859,2356,11,37,1,0,0,1,36,0,5,16,0,0,1,6,1,0,4,3,0,9,12,11,7,2,1,0,0,2,0,0,1,0,1,0,1,0,6,1585,2,1,0,1,80,5998,1,1,1
