,ENCFF697HYA,ENCFF343RGE,ENCFF652ODI,ENCFF375BRV,ENCFF985RQJ,ENCFF330FJJ,ENC4_96,ENCFF404KPA,ENCFF849AXD,ENCFF165FED,ENCFF379DIZ,ENCFF851ANC,ENCFF572XTJ,ENCFF154DXX,ENCFF025FWJ,ENCFF029ISG,ENCFF161OLK,ENCFF671ZNH,ENCFF445FDO,ENCFF721EFA,ENCFF467CBW,ENCFF102FBO,ENCFF806AZX,ENCFF493QIX,ENCFF019UKW,ENCFF416PRK,ENCFF249CRJ,ENCFF412MPY,ENCFF012JGW,ENCFF242CUN,ENCFF827ROM,ENCFF862HPX,ENCFF378UCJ,ENCFF221TXA,ENCFF585ZQW,ENCFF065WRR,ENCFF956BAL,ENCFF385QZD,ENCFF498GDT,ENCFF991OTZ,ENCFF520TSX,ENCFF174IVI,ENCFF993DXL,ENCFF584KCO,ENCFF156WYO,ENCFF596SHW,ENCFF045TDA,ENCFF576ASU,ENC4_100,ENCFF820WYV,ENCFF588XBZ,ENC4_98,ENCFF971DKB,ENCFF544EMI,ENCFF042BAS,ENCFF317BBO,ENCFF495VKU,ENCFF376TSX,ENCFF123PWO,ENCFF723WVP,ENCFF118WQY,ENCFF243NHM,ENCFF076HOW,ENCFF686YKV,ENCFF813YRI,ENCFF766VLD
MIR653,3,0,0,139,106,32,15,63,95,38,47,87,23,38,63,3,0,1,47,24,63,11954,21935,9869,6,3,76,80,0,0,0,34,20,47,1,1,1876,1145,2610,442,772,1097,27,44,5,10,3,292,207,21,50,31,16,5,1,2,18,38,55,42,1,38,9,5,10,69
MIR362,416,1232,1817,170,325,681,367,137,177,107,91,200,326,489,702,1887,2835,2421,1215,2256,2698,778,971,556,173,255,256,208,123,96,36,893,628,202,324,2362,180,183,158,53,2086,1535,1051,1613,193,347,275,1269,836,2800,4662,2891,1461,877,2590,6989,1229,2492,113,201,169,389,308,318,1095,1449
MIR140,15796,12214,33611,1208,1251,5521,4164,1750,1560,575,473,2009,2904,3142,4378,26095,14553,26766,12566,16179,29736,2627,3155,4515,6294,6027,2060,4505,2875,2974,2371,30429,11921,3779,1704,2734,1232,3098,1682,587,17340,34738,2396,3504,6710,11188,16895,21320,13429,7841,11077,5696,5874,5689,4590,9749,22712,15652,2927,2546,10981,11537,2123,2978,8692,2689
MIR645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR618,1,1,3,9,7,27,19,15,12,4,2,12,2,4,6,52,193,130,0,0,0,6,11,46,1,6,5,5,31,13,17,0,0,1,0,0,6,5,11,4,5,1,27,34,1,1,0,120,81,5,202,91,10,20,0,0,2,5,5,16,6,2,3,2,10,16
MIR185,316,7475,1140,600,575,742,109,494,468,276,249,426,3428,4055,6376,5683,8096,793,23476,29489,30191,9798,9014,4611,1366,1257,759,84,1319,1125,276,10177,6108,2455,1942,3117,320,383,412,226,3685,474,1636,2614,1474,1997,1434,3600,2298,1518,10080,4597,2377,2481,1975,3938,197,3721,691,536,702,1115,972,1189,670,2925
MIR199A2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,3,0,0,0,0,0,101,168,0,0,104,48,56,1,0,68,9,3,1,4,1,0,70,29,0,1,147,244,264,9,6,110,4,4,148,60,44,96,11,14,0,2,143,0,235,271,76,2
MIR591,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR485,2,57,40,0,0,0,0,0,0,0,0,1,1,2,2,2,0,2,8,9,13,1,0,0,770,529,2,0,2589,1699,3046,13,7,696,5,242,8,8,6,3,195,126,2,1,2,0,2,12,8,29,10,2,32,27,140,269,8,8,22,15,0,131,60,105,3,20
MIR616,3,10,15,4,7,6,5,3,0,2,2,0,11,14,24,7,16,16,26,73,85,3,2,1,5,4,2,4,12,6,2,19,12,5,3,5,0,1,1,0,5,14,1,1,6,4,3,15,13,0,30,14,0,7,0,8,0,6,2,0,2,4,1,3,0,1
MIR548A3,32,44,47,1,0,5,2,4,0,0,2,2,9,2,14,0,1,0,50,38,83,5,3,1,0,1,3,1,5,6,0,65,46,4,7,9,0,1,2,0,9,12,1,6,0,2,2,25,13,6,8,4,2,1,8,7,9,14,8,6,1,4,1,1,2,5
MIR609,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
MIR106B,30802,35669,50657,12486,10904,19436,8329,9078,11303,4168,3594,6650,25980,27468,35040,47472,32543,33200,52533,44725,90171,56244,61498,40679,2963,3157,9847,7262,1882,1643,366,52069,35069,4983,12537,17845,6045,1604,8514,1351,16576,12109,17570,29061,2203,2298,1848,44680,30795,33172,51013,25636,17418,18590,7963,17865,25489,52889,29610,22105,2126,18777,4740,5572,1984,21797
MIR320A,9179,9144,5205,6266,7973,20756,12071,5276,4121,2000,1356,3800,21810,24634,26736,51079,17553,11200,20717,14189,12401,15416,12754,11039,28271,15742,3397,3772,32128,25118,19744,2763,1214,10103,25327,7244,1538,2544,3380,800,54500,40499,18467,25971,16833,26884,21653,83044,49165,18346,120971,58408,68968,55131,7836,16895,15876,40443,8767,8762,8870,14167,45359,52815,11164,17731
MIR196A1,0,31,14,0,0,0,0,0,0,0,0,0,76,78,150,0,0,0,43,94,96,4,2,0,0,0,0,0,0,0,0,24,13,6,2,418,0,0,0,0,10,2,0,0,0,2,0,2,1,46,2,1,10,9,1,4,53,76,0,0,0,0,32,46,1,0
MIR190A,21,40,44,81,76,117,29,32,52,21,11,53,184,113,210,594,769,348,16,7,10,218,274,204,108,213,117,50,92,50,12,18,8,211,50,110,66,60,122,63,596,244,132,170,89,94,57,662,443,935,272,95,651,734,245,442,209,470,72,113,105,690,220,279,413,1187
MIR320D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
MIR320E,3,8,1,3,4,15,10,2,2,3,1,0,21,21,11,13,4,2,12,13,5,10,6,9,9,0,2,2,9,14,11,1,3,10,7,2,1,2,0,0,34,23,4,8,8,19,9,28,20,18,48,22,38,21,2,6,6,5,9,2,4,6,17,23,1,4
MIR454,8659,22799,28393,2048,2658,6560,2408,635,1355,1433,1109,2698,2512,2698,7728,33841,17855,11371,10212,30425,25115,27964,35240,35075,637,1065,5345,3611,817,556,285,4644,3522,3068,11839,5249,1640,2068,2608,956,10984,6431,9226,12863,1624,2358,1673,13592,9324,13154,31724,15598,4367,2882,1093,2093,20279,48350,3158,4537,2737,6981,2970,3426,4317,11027
MIR216B,0,1,1,1,2,11,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2952,4943,0,0,0,97,53,2,3916,2250,1,1,0,3,1156,1006,11,12,0,98,1,1,88,178
MIR526A2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR501,405,460,352,194,232,690,352,183,129,73,61,211,310,354,672,1004,1824,1118,561,231,298,458,522,618,159,147,105,74,79,85,58,222,150,234,296,1755,65,63,72,17,3635,2198,1915,2852,91,166,238,3143,1849,2009,9245,4950,1522,1225,1281,3557,1446,2354,203,209,114,534,419,423,818,784
MIR320B1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,2,1,1,0,0,1,0,0,0,3,0,0,0,7,1,0,0,0,0,2,0,0,0,0,2,3,0,2,2,1,1,8,8,2,5,0,0,1,0,0,0,0,1,2,0,1,2,2,0,3
MIR3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR670,0,0,0,4,5,49,32,8,7,3,4,8,0,0,1,0,0,2,0,0,0,0,0,1,0,0,27,19,0,2,0,1,2,0,0,0,0,0,1,0,2,3,15,28,0,0,1,22,20,11,46,21,1,0,0,0,778,1006,2,2,0,5,0,0,20,17
MIR770,0,38,16,0,0,0,0,1,0,0,0,1,0,5,0,1,0,0,10,18,16,0,0,0,188,155,0,0,796,371,290,5,10,360,0,66,0,1,2,0,0,0,1,1,0,0,0,2,1,0,3,2,0,0,44,85,4,4,3,6,0,23,1,0,1,1
MIR760,77,140,73,35,41,177,111,56,35,11,11,33,157,245,409,444,1283,370,114,76,55,215,224,280,69,46,36,46,80,134,83,18,16,67,672,161,24,30,50,36,947,474,148,219,90,138,92,1154,760,327,1290,634,209,249,41,83,775,1268,102,76,90,120,102,144,121,270
MIR766,621,1422,1865,81,109,725,469,23,19,23,23,53,37,39,102,199,235,289,583,651,567,4,1,3,69,46,72,96,164,204,61,210,110,56,133,247,37,20,46,4,730,408,1209,1356,73,162,131,1150,789,729,10685,6010,231,213,8,14,572,413,54,52,211,185,321,416,316,161
MIR759,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR769,849,1349,2843,460,390,1232,814,344,303,226,166,466,957,1079,1096,1139,1342,1548,545,1820,2825,850,851,1006,416,297,225,411,456,364,119,1038,986,804,695,1086,381,358,341,49,2085,2245,2266,3524,258,412,320,4738,3425,1840,15538,8635,770,748,479,1191,1270,1508,643,511,196,1015,449,594,409,823
MIR765,2,0,1,1,2,10,5,2,2,2,0,1,0,2,0,3,6,3,2,2,0,1,2,2,1,4,2,2,3,6,0,0,0,3,2,4,4,1,4,1,9,9,7,12,0,2,2,68,41,13,41,29,8,16,1,1,9,9,2,2,0,11,5,6,0,12
MIR758,0,26,29,0,0,1,0,0,0,1,0,0,1,1,3,0,5,10,6,34,124,0,1,0,86,67,0,0,345,172,257,41,19,216,4,63,1,0,2,0,12,14,1,1,0,0,0,3,2,6,0,0,2,3,40,65,4,4,13,8,0,87,9,8,3,2
MIR767,1,11,8,781,951,2723,1688,375,304,359,284,999,1,2,49,12,23,15,2460,648,470,5,2,1,0,1,7,7,3,0,0,1114,715,1,2,1,121,66,73,4,614,200,286,412,1,0,2,2201,1541,731,1686,978,166,159,0,1,121,182,142,193,0,3,174,202,272,2230
MIR802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MIR762,1,17,5,0,0,2,2,0,0,2,0,0,0,0,0,2,1,0,0,11,3,3,0,0,1,0,0,0,0,2,2,0,1,1,0,3,0,0,0,1,4,2,0,0,0,0,1,5,4,4,7,3,0,0,0,0,1,1,0,1,1,6,0,2,0,2
MIR676,3,2,0,20,13,62,28,29,26,6,5,20,35,38,61,225,453,184,1,5,3,32,39,26,1,0,35,14,0,0,0,0,3,0,1,1,39,40,43,12,45,18,12,20,0,1,2,40,26,39,76,33,43,55,0,1,22,23,21,7,1,16,5,8,13,23
MIR708,35,97,65,913,875,4436,2046,1038,1390,642,439,730,2,4,0,51,2,1,2,12,7,6051,3097,551,102,96,1066,896,3022,4259,1736,0,1,3874,10,48,8827,11450,11770,6877,13612,3025,4733,6771,2691,379,221,2328,1647,19127,26603,11779,6912,5494,193,389,5945,19844,2283,2245,1016,6305,6979,9549,8898,6553
MIR509-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR509-3,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,7,4,10,0,44,6,0,3,0,1,0,3,1,113,2,0,54,40,1,2,10,2,0,0,0,1,16,37,4,23
MIR548U,2,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,0,0,3,0,8,0,1,0,0,0,0,0,0,0,0,5,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR550A3,2,12,9,2,1,32,25,9,3,2,8,8,21,38,49,16,17,15,188,500,450,3,0,0,1,5,14,43,18,14,12,67,42,1,7,1,4,4,3,3,53,39,3,3,16,22,22,83,50,104,41,26,65,44,5,10,137,91,31,33,15,20,8,8,24,28
MIR374B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548BA,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,5,5,1,1,0,3,0,0,0,1,1,2,0,0,0,0,4,0,0
MIR543,0,128,50,2,0,1,1,0,0,2,0,0,3,6,9,2,4,1,6,15,12,3,1,0,642,588,0,0,1107,496,520,5,2,667,0,189,3,5,7,2,162,93,2,1,1,1,1,4,0,17,5,3,43,54,85,157,16,6,93,48,0,240,73,113,3,22
MIR320C2,2,0,0,3,2,5,4,6,1,0,0,2,24,32,18,9,7,4,9,1,2,9,4,1,9,5,0,2,3,6,9,0,0,1,9,5,0,1,0,0,17,23,6,7,11,16,14,30,16,6,38,20,55,31,1,4,7,14,2,0,4,5,20,31,4,6
MIR764,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,8,7,3,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
MIR301B,58,120,152,17,24,74,28,23,20,17,48,23,86,89,82,1109,67,116,464,4080,15159,39,29,27,4,5,101,104,7,27,11,1068,1533,43,194,56,34,9,28,55,281,68,179,261,29,66,3,1228,1053,994,1205,880,41,28,12,17,826,2258,30,54,164,1581,46,43,530,300
MIR942,877,4752,1786,163,165,290,158,152,153,58,80,142,414,517,617,305,652,362,1840,1917,2319,405,432,244,39,40,101,109,73,21,40,1082,691,50,91,128,37,26,30,20,128,107,198,283,12,32,24,285,187,88,521,302,61,46,28,45,179,352,159,92,26,54,32,50,52,89
MIR190B,41,176,66,8,9,18,13,0,0,0,2,1,14,21,60,259,169,54,232,33,27,48,39,56,13,14,13,5,6,3,0,21,14,7,39,31,7,1,10,2,102,51,25,40,12,4,4,172,117,71,105,44,59,62,54,88,42,76,11,7,2,26,29,35,23,41
MIR873,0,0,0,32,31,330,181,64,44,32,17,34,0,0,0,1,0,0,0,0,0,0,0,2,0,0,26,23,0,0,0,0,0,0,114,0,25,15,25,11,366,111,41,77,0,9,5,670,419,149,424,208,38,57,5,6,156,267,17,13,1,68,179,234,68,275
MIR892A,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,29,44,8,2,0,1,5,0,0,0,36,17,1,11,4,4,5,0,0,2,3,1,1,0,97,1,0,0,7
MIR921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR876,0,0,0,11,6,38,21,12,10,5,9,9,0,1,0,1,0,0,0,0,0,0,0,2,0,0,11,4,0,0,0,0,0,0,90,0,15,7,2,2,106,39,15,26,0,2,3,242,137,115,57,29,56,71,1,0,74,67,6,2,1,93,112,135,133,224
MIR933,6,15,8,14,14,37,20,13,5,4,4,12,1,4,5,69,62,53,112,115,223,2,2,1,5,2,12,7,4,1,3,151,80,0,11,13,4,2,8,3,46,21,33,67,0,1,2,205,131,4,239,157,12,12,3,8,60,60,63,48,7,12,12,14,10,0
MIR208B,5,1,5,1,1,0,0,2,0,0,5,0,0,4,0,53,4,0,0,1,1,1,1,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,7,0,5,17,2,6,71,10,0,6,4,244,3,1,1,4,3253,5045,3,3,6,1,0,4,3,1,4,1
MIR450B,7,10,13,2,4,0,0,1,6,2,1,2,8,18,9,4,1,0,63,55,106,74,140,116,21,44,14,4,14,28,19,82,43,195,81,118,3,1,3,1,319,39,21,36,12,18,17,135,90,482,30,24,144,181,479,752,54,153,1,7,55,150,26,48,28,27
MIR888,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,76,106,75,25,1,0,1,8,0,0,0,20,10,0,16,6,2,7,0,0,1,5,0,0,0,102,0,0,4,1
MIR874,1071,2575,3226,1522,1615,13023,9729,673,663,709,838,2837,5,5,12,24,30,24,500,507,809,17,13,20,506,323,1585,1869,565,2698,1755,180,103,212,706,363,726,891,951,263,13954,7860,1998,1873,317,938,854,657882,465005,4077,13155,8545,1515,1355,147,283,5549,3256,1933,2021,1065,8531,1357,1761,2725,1936
MIR298,0,0,0,5,7,32,25,3,1,1,3,5,0,0,0,0,0,0,0,0,0,2,2,5,0,0,2,2,0,0,0,0,0,1,0,0,2,0,1,0,1,1,13,13,0,0,0,45,31,5,37,15,1,2,0,0,2,3,1,2,0,1,0,1,2,0
MIR938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
MIR891A,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,15,41,21,0,2,0,11,25,0,0,0,518,252,5,148,29,15,12,0,0,10,30,4,1,0,323,1,1,3,6
MIR944,77,678,493,0,0,2,0,0,0,0,0,0,0,2,8,0,0,0,48,189,169,70,29,4,0,0,0,0,0,0,0,48,24,1,3,1,0,0,0,0,45,11,0,0,0,1,0,10,6,100,0,0,18,9,3,6,1,0,2,1,0,2,57,47,6,113
MIR934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,5,7,2,0,0,3,0,0,0,0,1,1,0,11,0,0,1,0,0,244,27,0,1,0,1,0,0,0,421,0,0,56,90,0,0,3,0,0,0,0,6,32,20,289,1857
MIR891B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
MIR875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,5
MIR890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,26,17,8,0,0,0,1,0,0,0,9,8,0,7,2,0,0,0,0,1,0,0,0,0,22,0,0,0,2
MIR887,32,16,19,433,621,1223,696,354,375,70,111,306,1,0,0,9,7,1,0,0,1,11,10,6,520,551,242,180,1120,2225,235,0,1,821,67,0,191,64,175,77,16177,3535,5538,8675,297,846,695,76219,61393,19639,21948,16014,2129,1551,1139,2580,2113,2327,317,550,788,1969,1569,1542,681,622
MIR892B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,14,1,0,0,0,0,0,0,0,62,37,0,8,7,0,0,0,0,0,2,0,0,0,30,0,0,1,0
MIR889,10,472,459,0,0,1,0,1,1,1,0,7,5,8,13,15,38,33,56,173,276,8,2,1,392,409,4,1,890,587,296,141,88,4962,28,829,3,5,3,3,145,149,2,3,1,0,1,6,4,65,7,3,60,81,531,1346,60,66,89,47,1,737,51,58,28,76
MIR877,400,620,501,506,529,2700,1555,384,407,147,209,364,560,1115,1893,2382,3289,1846,448,388,403,750,661,966,208,115,458,500,491,746,161,275,209,286,856,968,100,67,169,82,2297,1291,1259,1898,108,228,125,13188,8880,1247,9217,5372,939,795,125,295,1647,1781,461,503,203,1603,524,433,202,680
MIR885,0,0,0,2,3,39,19,2,1,0,0,2,1,0,1,6,88,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,229,365,0,0,0,53,41,0,1296,680,102,98,0,0,0,1,0,2,0,0,1,0,0,3
MIR941-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR513C,0,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,0,0,0,1,2,0,0,0,0,0,0,2,0,4,2,2,0,23,5,3,1,0,0,0,1,0,51,4,2,151,97,0,0,0,3,4,0,0,1,16,41,6,10
MIR541,0,4,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,62,22,22,0,0,50,0,4,0,0,0,0,14,9,1,2,0,0,0,0,0,1,1,0,2,3,7,14,0,1,0,0,0,5,3,3,0,1
MIR8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR941-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1323,0,0,0,2248,2205,1036,547,424,411,291,235,564,0,0,0,18,2,1,16,27,28,2,5,2,1,0,1249,1242,0,0,0,16,7,0,0,1,27,38,45,25,2,4,240,355,0,0,0,295,189,2,908,399,6,17,0,0,1,4,190,181,0,3,38,38,1,3
MIR1250,0,0,0,0,2,13,7,6,2,1,3,4,0,0,1,40,56,65,0,0,0,7,6,4,0,0,2,2,0,0,0,0,0,0,6,5,0,0,2,0,16,1,40,46,1,2,1,31,18,21,359,166,13,12,0,0,14,27,8,10,0,13,1,0,3,8
MIR1231,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,1,0,0,0,4,3,1,2,0,0,0,4,4,0,14,6,0,1,2,0,3,3,0,1,0,1,0,2,1,1
MIR1272,0,0,0,4,8,6,2,2,4,3,5,15,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
MIR1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,8,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MIR1286,0,0,0,2,0,11,6,1,4,4,1,16,1,0,11,2,2,0,6,19,3,3,1,6,0,0,9,8,0,0,0,4,1,0,0,0,0,1,0,0,1,0,5,6,0,0,0,10,9,1,59,13,0,0,0,0,25,12,4,4,0,2,0,0,3,3
MIR1266,0,4,3,10,14,38,23,4,15,4,6,12,19,30,31,56,121,55,0,0,0,73,103,75,0,0,13,11,1,0,0,0,0,0,20,13,0,0,0,1,13,4,4,13,1,0,1,86,58,3,29,19,10,3,0,0,3,9,15,9,0,10,0,0,2,3
MIR1302-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
MIR1296,22,190,204,1218,1144,2150,1412,409,355,442,225,859,562,783,2489,696,4584,5023,5617,13521,9352,257,383,215,2244,1386,759,671,5942,8153,2060,4513,2430,557,527,948,557,348,683,208,5057,2058,5239,6686,1034,1071,1437,9769,7087,5199,28262,11876,2744,2938,339,750,2899,4755,2197,2025,414,2503,1383,2071,1442,3569
MIR1233-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR320D2,1,1,2,0,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,3,0,2,3,2,1,1,1,1,4,1,0,4,0,0,3,1,2,0,0,0,1,2,1,2
MIR1302-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1224,0,0,1,1,1,3,2,1,2,1,1,1,83,122,171,19,14,5,0,0,0,38,21,6,0,0,11,1,0,2,2,0,0,0,41,10,1,0,4,1,8,2,1003,1466,0,0,0,35,31,10,5933,3635,87,83,0,0,14,13,2,0,0,275,1,0,172,940
